page,date,title,link,snippet,content
1,"Sabtu, 23 Mei 2026",Sambutan Presiden pada Panen Raya Udang di Tambak Budidaya Udang Berbasis Kawasan Kebumen,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_panen_raya_udang_di_tambak_budidaya_udang_berbasis_kawasan_kebumen,,"Sabtu, 23 Mei 2026Di baca 23 kali
DiDesa Tegalretno, Kecamatan Petanahan, Kabupaten Kebumen, Jawa Tengah---------------------------------------------------------------------------------------------

Bismillahirrahmanirrahim.
Assalamu’alaikum warahmatullahi wabarakatuh,Salam sejahtera kepada kita sekalian,Syalom,Salve,Om swastiastu,Namo Buddhaya,Salam kebajikan.Bapak Gubernur Jawa Tengah yang saya hormati.Dan yang saya banggakan Panglima TNI, Kapolri, dari BPK, terima kasih.Pimpinan Komisi IV, Pak Kharis yang saya hormati, semuanya.Ibu Bupati, Ibu Lilis.Menko Pangan, Menteri Kelautan dan Perikanan, Wakil Menteri Kelautan dan Perikanan.Pejabat-pejabat dari Kabinet Merah Putih yang hadir:Mensesneg, biar dikenal rakyat Kebumen. Siapa Mensesneg, siapa? Mas Pras. Nama lengkap? Prasetyo apa? Prasetyo Hadi;Siapa lagi yang di situ?Wamen Pertanian, siapa? Sugiono? Salah. Sudaryono. Sudaryono, Wakil Menteri Pertanian.Siapa lagi yang ada? Pak Karding, sekarang adalah Kepala Karantina. Ini penting ini.Ini profesor wanita, Profesor Endang Tohari. Komisi berapa Ibu? Komisi IV.Pak Darori, orang Kebumen, pernah Dirjen Kehutanan dan sekarang anggota Komisi IV DPR RI.Pak Dony Oskaria, Kepala Badan Pengaturan BUMN, yangngurusBUMN, dan juga Wakil Kepala Danantara. Danantara itu adalah dana kedaulatan kita. Danantara itu singkatan Daya Anagata Nusantara. Daya artinya energi, kekuatan. Anagata masa depan. Jadi mereka mengelola kekayaan seluruh bangsa, untuk anak dan cucu kita selanjutnya, ya itu. Yang dikelola enggak tanggung-tanggung, ada 1.040 BUMN, 1.000. Kemudian nilainya ya hampir semuanya itu nilainya 17.000 triliun [dolar Amerika Serikat]. Jadi harus diurus baik-baik ya Pak Dony sama semua stafnya. Jangan bocor, jangan menguap uang itu, uang rakyat itu.Baik, Saudara-saudara sekalian, saya…Seskab? Ada? Oh, saya enggak mau sebut Seskab karena tiap saya sebut namanya lebih teriak. Teddy Indra Wijaya.Siapa lagi itu? Banyak tokoh-tokoh saya enggak sebut ya, tanpa mengurangi rasa hormat saya.Ada Komandan Paspampres saya, Mayor Jenderal Edwin. Tadinya Kopassus ya? Kopassus.Mana lagi? Oh, ada Direktur Utama Pertamina, Pak Simon, Simon Mantiri.Ada lagi Wakil Menteri Komunikasi dan Digital, Saudara Angga, Angga Raka Prabowo. Namanya Prabowo juga. Habis itu ada juga Kapolri, namanya Listyo Prabowo juga. Panglima TNI Agus Subianto. Makanya duduknya selalu harus Listyo harus di kanan, Agus Subianto di kiri, jadi bisa dipanggil Prabowo Subianto.Jadi terima kasih saya diundang ke sini, Desa Tegalretno, Kecamatan Petanahan. Jadi saya lihat, diundang oleh Menteri Kelautan dan Perikanan, Pak Sakti Wahyu Trenggono. Beliau asli orang mana? Orang Boyolali. Boyolali, orang Boyolali, Jawa Tengah.Jadi Kebumen ini ada hubungan khusus sama saya karena almarhum ayahanda saya lahir di Kebumen ini, di sini. Lahirnya di ada pabrik gula, pabrik gula yang sudah sekarang katanya jadi hotel katanya. Benar, ya? Iya.Jadi Bapak-bapak-Ibu sekalian, hari ini saya hadir menyaksikan panen raya udang di proyek ini. Sudah dua tahun ya? Tiga tahun, dan panennya sekarang sudah hasilnya sudah tingkat tertinggi, tingkat dunia. Jadi sangat menjanjikan.Tadi saya diberi laporan, satu hektare bisa menghasilkan 40 ton. Luar biasa 40 ton ya dan harganya sangat bagus. Harganya Rp70 ribu per kilo, Rp70 ribu per kilo. Berarti per ton Rp70 juta, ya. Rp70 juta. Jadi ini sangat bagus, sangat produktif. Lapangan kerja yang bisa diserap, berapa orang yang kerja sekarang? Enam ratus lima puluh orang setempat, 650 orang bekerja.Dan kita sedang bangun di Waingapu 2.000 hektare. Kalau di sini 65 hektare, di Waingapu 2.000 hektare. Dan kita juga akan bangun, sedang dibangun di Gorontalo 200 hektare. Dan kita sedang bangun di Jawa Barat, di Pantura 14.000 hektare. Hanya di sana ikan, di sini udang.Di daerah-daerah seluruh, kita mulai sekarang menambah, kita akan bangun proyek-proyek produktif yang menghasilkan protein untuk rakyat kita dan juga untuk dijual ke luar negeri supaya kita bisa dapat devisa. Saya kira nanti dalam bulan-bulan yang akan datang kita akan mempercepat proses pembangunan yang produktif. Semua yang produktif akan kita jalankan. Produktif artinya harus menghasilkan nilai tambah, harus.Saya kasih petunjuk ke Kabinet, yang boleh kita dukung, yang harus kita dukung, yang harus kita jalankan adalah proyek-proyek yang produktif, produktif. Batasan produktif apa? Menciptakan lapangan kerja untuk rakyat kita, kedua menghasilkan nilai tambah, menambah kekayaan bangsa Indonesia, menambah penghasilan rakyat kita. Itu arti produktif.Jadi maaf, kita sekarang agak tunda lah bangun banyak kantor, kantor, kantor. Kantor itu ya perlu tapi jangan ada kantor, enggak ada produktivitas. Iya, kan? Kantor megah, produknya enggak ada. Lebih baik kantornya tidak begitu bagus, tapi produknya bagus, hasilnya banyak, penghasilan untuk rakyat banyak. Rakyat kita butuh pekerjaan.Saya kira itu yang ingin saya sampaikan. Kitaalhamdulillahdalam bisa dikatakan 18 bulan saya memimpin pemerintahan dari Oktober [tanggal] 20, dari 2024 ke 2025, 1 tahun, dari Oktober, November, Desember, Januari, Februari, Maret, April, Mei, 7 bulan ya. Satu tahun 7 bulan, jadi 19 bulan. Sembilan belas bulan,alhamdulillahbanyak yang sudah kita capai.Kita sekarang sudah swasembada pangan, sudah swasembada beras, jagung, kemudian protein kita, telur, ayam. Daging kita masih belum, ini sedang kita kerjakan, mungkin kita 4 tahun lagi, 5 tahun lagi kita swasembada daging. Pangan relatif kita aman. Di dunia banyak sekarang pertikaian, perang di mana-mana, kita bersyukur ke Yang Mahakuasa, kita masih tidak terlibat, tapi kita waspada. Kita harus punya kekuatan, makanya kita bangun kekuatan pertahanan kita untuk jaga kekayaan kita.Dan sekarang kekayaan-kekayaan kita, kita kelola sendiri. Kita tidak mau kekayaan kita terus-menerus dipermainkan oleh orang-orang tertentu, oleh negara-negara tertentu. Dan ini sudah kita lakukan, harus kita lakukan. Ini perintah dari Undang-Undang Dasar, dan ini untuk kemamuran seluruh rakyat Indonesia, bukan segelintir.Saya kira itu yang ingin saya sampaikan. Mungkin arahan-arahan saya, pendapat-pendapat saya, pandangan-pandangan saya sudah sering Bapak-Bapak/Ibu-Ibu dengarkan, mungkin melalui media. Yang terakhir tanggal 20 Mei, saya bicara di depan Majelis Permusyawaratan Rakyat Indonesia, yang juga ditayangkanlivedi TV-TV. Di mana di situ saya tegaskan bahwa Indonesia sungguh-sungguh sangat kaya tapi terlalu banyak kekayaan kita bocor, dan kebocoran ini harus kita hentikan. Dan saya bertekad, saya akan berusaha sekeras tenaga saya dan tenaga semua pembantu saya, kita akan berbuat apa saja yang diperlukan untuk menghentikan kebocoran kekayaan rakyat Indonesia. Karena kekayaan itu harus dinikmati oleh seluruh rakyat Indonesia, tidak hanya segelintir saja.Saya kira itu dari saya. Terima kasih sekali lagi masyarakat Kebumen. Terima kasih atas tadi sambutan yang luar biasa diberikan kepada saya. Suara rakyat Kebumen rupanya kuat sekali, nyaring sekali.Terima kasih. Terima kasih.

Sabtu, 23 Mei 2026
Rabu, 20 Mei 2026
Senin, 18 Mei 2026
Sabtu, 16 Mei 2026
Sabtu, 16 Mei 2026
Copyrights © 2018. All Rights Reserved by Kementerian Sekretariat Negara RI"
